Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
EU27+UK,Commodity,Supporting and auxiliary transport services; travel agency services (63),135663356154.3805,1690710462.2484002,55568369117.55067,247666225.49120378,87374840.20207627,0.0,0.0,195117814.1551293,0.0,0.0,0.0,0.0,0.0,0.0,1846048923.409239,30760245.769794058,355797436.48794484,27196550.76834695,1218264.7424537558,0.0,0.0,114.012291865126,642.7364841117227,153.67676969905165,72.75471800233873,16.2592626879947,0.0,0.0
EU27+UK,Commodity,Post and telecommunication services (64),364362003701.6851,0.0,4711480516.670374,3370455240.9814725,19310376.618430816,0.0,0.0,1795034444.002708,0.0,0.0,122236925.6129333,0.0,0.0,0.0,3646974763.331707,1225514.5456511916,2503064.4707014104,55703619.31756619,17428.138470497855,0.0,0.0,1779588.3993424226,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",176121414787.4873,543315297.1677018,151471231.85416394,316460374.3985376,0.0,0.0,0.0,3733235828.1245117,0.0,0.0,0.0,0.0,0.0,0.0,2857475571.6573915,266919.67990738346,246918900.20923778,0.0,0.0,0.0,0.0,34117255.02428262,5623.023520223718,1644.9488420784517,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",245486223493.0232,143943.32538655153,102840223.52801874,1458363.8811623293,240181.24761536485,0.0,0.0,2687305156.0257416,0.0,0.0,0.0,0.0,0.0,0.0,4731589427.194266,11910286.344397036,9817123.262394756,22964.434039666947,5055.3373424986385,0.0,0.0,230971971.06141883,1214144.892612681,92335.9801327668,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Services auxiliary to financial intermediation (67),33502671778.37951,0.0,137130934.49992543,1449059532.0038962,8058765.225517456,0.0,0.0,544521490.2816191,0.0,0.0,0.0,0.0,0.0,0.0,405727647.86567616,7335159.180118586,206053519.94983453,6402929.791930538,0.0,0.0,0.0,501628.42341564165,15794043.001451487,599340.8659641631,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Real estate services (70),1630170837517.7207,9580257301.07199,34667520561.824356,64684262650.57597,46144879.48311162,0.0,0.0,6464783727.583663,0.0,0.0,201903998.68812826,0.0,0.0,0.0,15975377370.111946,106669.83087642744,25774332.104530945,956693453.1568139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),49279569896.600586,77640.31401388791,1011897156.832183,8178049396.911868,2034474.7859245269,0.0,0.0,214191793.1694795,0.0,0.0,0.0,0.0,0.0,0.0,1402477580.7064624,242.08384132686504,90.18716287532395,4425142.422286062,0.0,0.0,0.0,387645483.4334586,22123443.034944057,2873389.1915471344,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Computer and related services (72),2578893463.0835304,14508202.004118811,843038619.2846749,298092492999.6398,103488034.99529383,0.0,0.0,501509468.98858345,0.0,0.0,4993807336.586707,3719916.8563028183,0.0,0.0,1124725036.7703376,278904648.7708107,282031718.7121071,8856686038.998714,34866833.03694436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Research and development services (73),624051208.8126569,22711018576.919067,42436712373.45745,172375441.90803817,130138297.34291738,0.0,0.0,444455893.53207237,0.0,0.0,0.0,0.0,0.0,0.0,192223495.88627326,432125155.18281883,933480866.0325785,140899693.3410011,168674997.39441228,0.0,0.0,0.0,424427304.06427467,96753228.44963777,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Other business services (74),51862450282.90614,10745688914.055685,13676563710.898865,232722657611.6181,987734659.0679873,0.0,0.0,1944810356.9593525,0.0,0.0,871200120.5895326,0.0,0.0,0.0,3736019795.8650146,265816542.01464432,279332826.3664355,13540011131.075838,86336575.94345078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Public administration and defence services; compulsory social security services (75),17156791288.236761,20368452075.89952,1192900594647.7227,8847726520.63599,1216464.3537229777,0.0,0.0,0.0,2974773145.68198,7139527805.203986,0.0,0.0,0.0,0.0,285501723.0006759,1332929775.1470199,8563451059.679903,10178708.259302378,0.0,0.0,0.0,0.0,5382.12551430461,323728944.2948637,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Education services (80),83910723107.75494,276267704874.0009,605669781485.0516,1159.0393780016452,44951078.67651594,0.0,0.0,1173552961.7516322,0.0,0.0,0.0,0.0,0.0,0.0,1576771568.592743,566982728.8397127,5010477858.682873,498892.9572982702,0.0,0.0,0.0,8517521.363154642,195339808.356614,44529911.59108098,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Health and social work services (85),252103435691.0888,251811112523.7791,1026256553062.607,0.0,833869708.5971433,0.0,0.0,2879738951.814557,0.0,0.0,0.0,0.0,0.0,0.0,5176755089.9457655,1904289692.6268413,4006850171.8226852,2675096.289114207,0.0,0.0,0.0,67076853.10393436,252631776.6991471,57591463.44460702,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Food waste for treatment: incineration,5227000675.564613,53214350.19407649,485460384.3398829,45260824.720476694,4536004.77462975,0.0,0.0,111042171.91207623,0.0,0.0,0.0,0.0,0.0,0.0,133108130.13674974,97806.80880735256,4846183.167527866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Paper waste for treatment: incineration,6724325618.628255,76384312.3995209,583212684.3376573,43035367.85548448,4963121.274173784,0.0,0.0,113714388.96862043,0.0,0.0,0.0,0.0,0.0,0.0,76464943.78760265,115825.22629695748,5372031.520185301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plastic waste for treatment: incineration,6478006941.466818,122793108.89809155,294317106.00697684,41695047.65151484,4727050.886532078,0.0,0.0,68446147.6863161,0.0,0.0,0.0,0.0,0.0,0.0,12732129.235865563,394198.64152546413,6728510.238700565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Intert/metal waste for treatment: incineration,8018866525.554894,60566091.82650536,831743256.7867315,45064758.73762261,15410023.284066819,0.0,0.0,862464457.3772186,0.0,0.0,0.0,0.0,0.0,0.0,91186647.44624619,1125300.8249739234,18908657.898513008,0.0,0.0,0.0,0.0,3507783.328814997,15078250.788418189,17432839.461479448,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Textiles waste for treatment: incineration,1154526915.4774556,12109250.82714973,127150755.23141468,41173930.88615146,1429229.8528652797,0.0,0.0,31712429.37969293,0.0,0.0,0.0,0.0,0.0,0.0,2456308.1895285957,22579.14256390809,406582.97100167576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wood waste for treatment: incineration,3406607033.7584143,26890762.882160045,196416192.62300485,40899949.86867442,1865901.7937955102,0.0,0.0,76505706.14469858,0.0,0.0,0.0,0.0,0.0,0.0,68755364.83621408,75953.38443749715,922881.8731474279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Oil/hazardous waste for treatment: incineration,6934394539.697568,75563811.05055131,670629079.5012784,45251935.86276673,7115093.620383742,0.0,0.0,1011275.8224447246,0.0,0.0,0.0,0.0,0.0,0.0,57672016.99197397,523602.74147643213,22152005.089112476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Food waste for treatment: biogasification and land application,1164248538.8608024,6593023.453999223,338434502.5410656,37728455.57089247,1370740.1954328425,0.0,0.0,0.1970128296669768,0.014898784544362748,0.09426475190759476,0.0,0.0,0.0,0.0,4151688.387395127,304444.0898778147,865240.0554986695,0.0,4965079.010761671,0.0,0.0,218397.264009607,1120992.3698862726,230821.2387016276,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Paper waste for treatment: biogasification and land application,119509697.52745982,803635.1776690605,33949984.48154177,21200525.77179517,202233.09006604445,0.0,0.0,0.12889375050998259,0.008192098135992287,0.06261888752594094,0.0,0.0,0.0,0.0,534975.1892871949,24253.428075904587,24807.683835185937,0.0,617453.9173533543,0.0,0.0,43955.502201436204,189683.9516892285,71101.19689341425,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Sewage sludge for treatment: biogasification and land application,7773325046.352031,11422991.94523849,1503435292.3031688,45424771.63298596,4049126.0254072016,0.0,0.0,84941201.26866457,0.0,0.0,0.0,0.0,0.0,0.0,38628529.304352485,1055246.3573447485,7604393.274758328,0.0,27075563.153759502,0.0,0.0,3396008.6371298824,47439.18688803307,3690242.6596216434,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Food waste for treatment: composting and land application,6470928102.534858,98744505.1261907,2872162260.375708,44911239.29543649,7680118.807296115,0.0,0.0,205526772.01663682,0.0,0.0,0.0,0.0,0.0,0.0,87411660.8511855,1381762.5471952287,57071419.62576337,0.0,109502943.6724183,0.0,0.0,988908.5487115355,1133129.4939877829,11055532.296213252,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Paper and wood waste for treatment: composting and land application,25272720.261941303,520281.02567193523,6233861.72493885,9815060.19309787,74695.94684750226,0.0,0.0,44361.1647781398,0.0,0.0,0.0,0.0,0.0,0.0,8567.53283033139,643.6557425185363,1609.9463167724768,0.0,46960.90689921724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Food waste for treatment: waste water treatment,2845403449.1446385,66352914.076554544,684386161.8839735,44516622.19248533,4391930.858391256,0.0,0.0,42591378.10611453,0.0,0.0,0.0,0.0,0.0,0.0,75444085.86964805,647717.6813257862,10123381.97247205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Other waste for treatment: waste water treatment,5125397333.745032,92618156.4820766,1205137195.3098998,45587658.96437079,7054995.155043797,0.0,0.0,130681352.99520406,0.0,0.0,0.0,0.0,0.0,0.0,148936073.4152843,6743535.081094596,34717392.1368219,0.0,0.0,0.0,0.0,110104.33060508316,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Food waste for treatment: landfill,3072795847.277414,144469405.46177462,1994070332.00459,45309599.605705015,3210973.728633055,0.0,0.0,1377482.4880794818,0.0,0.0,0.0,0.0,0.0,0.0,90221655.2019476,1705054.8296641249,19451837.02198106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Paper for treatment: landfill,2215107713.545231,109956050.16332988,1498001355.8819463,44502126.59960026,2302418.3926761807,0.0,0.0,59315833.85464239,0.0,0.0,0.0,0.0,0.0,0.0,108510397.58543175,826004.7592433128,5643011.429566511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Plastic waste for treatment: landfill,643856414.8267205,16713656.16760177,557112386.8147961,38893855.0327403,1188426.6133672285,0.0,0.0,34688653.73886617,0.0,0.0,0.0,0.0,0.0,0.0,9512025.64166449,1371437.8616792557,3547038.8509111716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Inert/metal/hazardous waste for treatment: landfill,5963107224.143663,77938846.33374994,1725793095.2912889,45360053.67062337,3674025.3227411816,0.0,0.0,84354627.9198857,0.0,0.0,0.0,0.0,0.0,0.0,115898315.6019291,1871618.1677852264,24350226.437928103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Textiles waste for treatment: landfill,323598068.2175138,21141078.731366884,218429578.51155576,36823191.06380434,385631.31042347086,0.0,0.0,6777468.382995996,0.0,0.0,0.0,0.0,0.0,0.0,13493448.798020551,1063864.173416542,2744208.2545825597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wood waste for treatment: landfill,775191132.4482306,34934355.02592761,169273773.71210355,42854219.94775695,515466.80962710525,0.0,0.0,735214.5683353402,0.0,0.0,0.0,0.0,0.0,0.0,20034455.88321354,468325.95267761475,5758613.996978447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Membership organisation services n.e.c. (91),3012371725.9083505,237954330386.1653,2290882007.2581744,0.0,0.0,0.0,0.0,196926393.43555814,0.0,0.0,0.0,0.0,0.0,0.0,239939164.09570423,373386199.2571143,68168084.17411254,0.0,0.0,0.0,0.0,0.0,44270247.39451873,235129.13188765553,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Recreational, cultural and sporting services (92)",194032417407.36478,189786529161.23712,76685920219.38728,25114602501.96875,437329188.57385427,0.0,0.0,1356748278.5764887,0.0,0.0,0.0,2011428.1580717016,0.0,0.0,2546107011.8124924,482320421.5042928,438835171.1142565,107049018.93764096,576177.878813063,0.0,0.0,16090430.068702603,40862399.329298146,12388220.044560079,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Other services (93),151406834242.12186,2731532402.944631,885763120.2879796,0.0,29642242.862543967,0.0,0.0,197186117.66101122,0.0,0.0,0.0,0.0,0.0,0.0,1009491877.3471515,14309237.914399296,28582893.897172697,15178352.743946547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Private households with employed persons (95),34803299197.88672,0.0,979398137.2662737,0.0,0.0,0.0,0.0,2555166855.0567493,0.0,0.0,0.0,0.0,0.0,0.0,22292125273.67544,65240689.88394601,121459745.07263005,116690526.06995565,0.0,0.0,0.0,1912042316.3087344,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Paddy rice,831362.4223899766,889.2925160083379,0.0,0.0,392687.8577045613,0.0,0.0,227593795.5126481,0.0,0.0,0.0,515019735.4587554,0.0,0.0,163616939.35040253,1.4708322588308032,84.51301171157832,0.0,19029686.60017377,0.0,0.0,0.0,1.0306523631957942,99598.57777468664,0.0,1.8100795484317185,0.0,0.0
USA,Commodity,Wheat,103539726.17211956,375616.6736033212,122.15795932050324,0.0,586848.6004057247,0.0,0.0,307478667.8375053,0.0,0.0,0.0,232845905.30405685,0.0,0.0,665431036.6923997,3064.459426164992,165080.7583726896,3350.416777132373,100502094.68362434,0.0,0.0,0.0,316678471.96754414,14940.020842057698,0.0,3333.062393171411,0.0,0.0
USA,Commodity,Cereal grains nec,35079422.21029969,2577.7581272395296,51709.9539417241,0.0,1457781.0825861124,0.0,0.0,815892126.410547,0.0,0.0,0.0,505462337.9598439,0.0,0.0,585432393.7125349,28362.869400381383,14765.081388170169,167500.55188619535,779360444.387384,0.0,0.0,0.0,311680.67589453224,45.98230169710073,0.0,55546.1460066031,0.0,0.0
USA,Commodity,"Vegetables, fruit, nuts",2122755236.4233353,3048744.6608596183,476100.69571522676,0.0,23347066.698004983,0.0,0.0,51913087949.89489,0.0,0.0,0.0,2786297.612311322,0.0,0.0,10651665379.90296,32129.917920628082,43384.21314288637,75480806.91661322,448017396.25041914,0.0,0.0,188287054.74896652,84491.32016631072,40404.26414716005,0.0,79683.00435145003,0.0,0.0
USA,Commodity,Oil seeds,355948626.7945963,30802.431132172598,28934.633537506812,0.0,29464544.01525476,0.0,0.0,0.0,0.0,0.0,0.0,280551965.1850172,0.0,0.0,949608161.0200222,3648.447630283033,31954.90559288332,0.0,266058933.60094905,0.0,0.0,0.0,248750341.6738137,104321084.51029032,0.0,698107.1797446358,0.0,0.0
USA,Commodity,"Sugar cane, sugar beet",0.0,0.0,0.0,0.0,3.272328774342966,0.0,0.0,0.0,0.0,0.0,0.0,11973206.79977248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178584797879844,0.0,0.0
USA,Commodity,Plant-based fibers,4748398.797708189,2962.6838473640514,55.600043957085404,0.0,52979.25515556155,0.0,0.0,0.0,0.0,0.0,0.0,355691191.6138092,0.0,0.0,16343102.244653968,149.098539795521,6673.496399508772,31065219.484068677,18130644.685228683,0.0,0.0,0.0,14033068.692027656,1024314.41546445,0.0,576059.1624123757,0.0,0.0
USA,Commodity,Crops nec,206727612.2017379,234069.6894400393,346857.91514126066,8499818.734065175,9594533.372776533,0.0,0.0,1473768396.98451,0.0,0.0,0.0,1337054188.4580314,0.0,0.0,1261476714.0210729,38213.386866128865,79216.15316946001,58078103.0222947,94051101.69768517,0.0,0.0,15475557.08695756,16426157.990175975,7304712.747887357,0.0,2205250.7540560155,0.0,0.0
USA,Commodity,Cattle,0.0,0.0,0.0,61953.973160830996,34.02634110637931,0.0,0.0,131805592.70575432,0.0,0.0,0.0,718930434.8670872,0.0,0.0,1205096.4729543235,15.678686732816763,10998787.385206807,14931.330671112946,304581.29341074394,0.0,0.0,0.0,19349.479031072668,0.0581506966399992,0.0,0.0060159946291615,0.0,0.0
USA,Commodity,Pigs,0.0,0.0,0.0,372864.45130798937,15962.73616995285,0.0,0.0,0.0,0.0,0.0,0.0,98046292.38689052,0.0,0.0,52500.41234934784,193.47770497259813,157.98498824881813,730334.2037697972,1178044.7895850474,0.0,0.0,0.0,0.0,12922985.934924273,0.0,76.25387634206565,0.0,0.0
USA,Commodity,Poultry,4675286.4728300115,88.78384685967151,553.3847694517547,142702.35500780173,4581.933190158972,0.0,0.0,5026751039.40128,0.0,0.0,0.0,141136301.8487209,0.0,0.0,6806560.330754787,244.16767849268396,910082.4128696223,0.0,8329127.946702089,0.0,0.0,0.0,7.416101004079722,1094344.9791046914,0.0,0.0,0.0,0.0
USA,Commodity,Meat animals nec,6795305.541293549,595.8664458268736,26.651675636775316,281586.768586474,332173.6952092185,0.0,0.0,0.0,0.0,0.0,0.0,148618728.89370295,0.0,0.0,1981492.620136329,877.8368450910451,125712.05112708878,138759.32190890113,46193.38893522029,0.0,0.0,0.0,1.841947400218328,485716.9697016203,0.0,0.0526608034107186,0.0,0.0
USA,Commodity,Animal products nec,94463047.4522526,1621749.7591501933,62939.32697793901,0.0,3488393.427748318,0.0,0.0,7337517068.645773,0.0,0.0,0.0,67678885.0273069,0.0,0.0,517187284.0696939,1581.7689678600138,13671.05775796189,65269444.89785145,80306965.80412957,0.0,0.0,14518285.464646265,4117.075997121828,661.514358954461,0.0,457129.63987968623,0.0,0.0
USA,Commodity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131642203.8633572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,"Wool, silk-worm cocoons",0.0,0.0,0.0,0.0,724696.6841801489,0.0,0.0,0.0,0.0,0.0,0.0,4905679.619571863,0.0,0.0,204962.29383414309,39424.631046577924,18167.724494068785,5856.864045987561,18336.88238472537,0.0,0.0,0.0,829.8954942557282,0.0,0.0,8321180.985875563,0.0,0.0
USA,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,"Products of forestry, logging and related services (02)",11258658.406524017,70229.9639422979,159051.9760580935,266475.8823650066,3347337.7547282185,0.0,0.0,0.0,0.0,0.0,0.0,65549802.317930445,0.0,0.0,46606248.27177912,7661.965902050146,18753.993992749063,1230090.4913876557,69543118.75088756,0.0,0.0,65479155.35345336,272147.3465122703,117957.77992046151,0.0,4853820.086168565,0.0,0.0
USA,Commodity,Fish and other fishing products; services incidental of fishing (05),72075569.93582357,393.89326502924575,52.08395555817971,4464.872250206935,143968.63973375215,0.0,0.0,1285276592.6007686,0.0,0.0,0.0,4154580.6168690594,0.0,0.0,427663643.1605663,2414.6719599752128,1328.957569825435,174.73466945856617,13447672.549416825,0.0,0.0,0.0,74439.52041975508,7062.767214427306,0.0,512425.2011654048,0.0,0.0
USA,Commodity,Anthracite,562884.2929291367,0.0,0.0,2293.012055069971,475667.3427559416,0.0,0.0,607416.7169294246,0.0,0.0,0.0,1984314.1975622096,0.0,0.0,289230.79341835657,0.1658259830239761,5200.05746632087,44554.24698960584,103061.10574323473,0.0,0.0,0.0,0.0,0.0,0.0,602.8389582177011,0.0,0.0
USA,Commodity,Coking Coal,0.0,0.0,0.0,184177.60604259357,3521926.048249463,0.0,0.0,0.0,0.0,0.0,0.0,73992072.54825649,0.0,0.0,68349592.2868145,470.6923067884471,47101.504998443255,197388.9581620049,331607.46898324735,0.0,0.0,0.0,0.0,0.0,0.0,16169.42110986278,0.0,0.0
USA,Commodity,Other Bituminous Coal,198521368.34524825,157875.36120548774,42454.943915793556,105254.05441047424,76157447.12833774,0.0,0.0,4742636.706242787,0.0,0.0,0.0,33630388.04884724,0.0,0.0,419194064.93909293,569553.4058699197,55106542.66805056,1907689.7481161857,6433699.022526814,0.0,0.0,20096.981326127145,0.0,0.0,0.0,42224.85554812213,0.0,0.0
USA,Commodity,Sub-Bituminous Coal,1130604.3533030918,0.0,365.5153053044363,177290.89626306779,8851725.052667752,0.0,0.0,617625.532304489,0.0,0.0,0.0,8851580.653715802,0.0,0.0,15806.16859716078,0.0,0.0,8359.598448235623,808979.1061266605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Patent Fuel,111.05260636374885,0.0,0.0,0.0013839137140446,13.760631012903218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399761.81760750664,28.28678999258172,19903.745283724173,0.08822624739546962,0.0,0.0,0.0,2422.2457069130664,0.0,0.0,0.0,290.72388391705,0.0,0.0
USA,Commodity,Lignite/Brown Coal,3140.8190250726166,0.0,200.65693039858908,17950.994807757063,21819.090967554905,0.0,0.0,0.0,0.0,0.0,0.0,1828803.7065124009,0.0,0.0,824249.5132834762,0.7948352388000629,6750.256327994277,1327.0082205731735,10296.083846832196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,BKB/Peat Briquettes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Peat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,7044194.79783353,6131291.416835054,0.0,0.0,0.0,0.0,0.0,17150694116.734198,286057576.1246528,0.0,0.0,0.0,0.43222200300324565,38.48796607315774,474081802.59363776,9039600.346706657,0.0,0.0,0.0,0.0,0.0,0.0,18390819.669415727,0.0,0.0
USA,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,436.43028208977404,13179.592282523188,0.0,0.0,0.0,0.0,0.0,69799630842.07487,375691096.3529569,0.0,0.0,2845965.3090949524,511.41524217968123,142106.29889901655,747491.2355314142,208380939.20862538,0.0,0.0,0.0,0.0,0.0,0.0,96149.84723496772,0.0,0.0
USA,Commodity,Natural Gas Liquids,0.0,0.0,0.0,0.4659182208929169,8429759.92754017,0.0,0.0,0.0,0.0,0.0,24434545013.664925,20455589.08651434,0.0,0.0,0.0,184.41554042075688,14.081129088498354,1.0740841379103836,724370.1286499178,0.0,0.0,0.0,0.0,0.0,0.0175695413849894,0.0,0.0,0.0
USA,Commodity,Other Hydrocarbons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11685015078.988825,0.0,0.0,0.0,0.0,0.0,0.0,138372.57975056054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Uranium and thorium ores (12),0.0,0.0,0.0,952.8935959844896,1.5114167305496455,0.0,0.0,0.0,0.0,0.0,504665632.9106873,24349403.43920873,0.0,0.0,0.0,2.8144140898776717,0.0,824.015131536203,217.13749014109345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Iron ores,0.0,0.0,0.0,0.0,2851.928716776406,0.0,0.0,0.0,0.0,0.0,8806573708.022501,56702342.63378997,0.0,0.0,0.0,0.7744099417764766,36.99982530698154,85217.49033723156,30120.349768660268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Copper ores and concentrates,0.0,0.0,0.0,0.0,299292.2908663859,0.0,0.0,0.0,0.0,0.0,0.0,20884399.16634374,0.0,0.0,0.0,0.015676973156406,3.8374640625575966,0.0,67868454.52383639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Nickel ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,Commodity,Aluminium ores and concentrates,0.0,0.0,28.74377592891043,22434.45259017124,188676.51723364796,0.0,0.0,0.0,0.0,0.0,217600.5753623717,1811166.8636037863,0.0,0.0,0.0,0.0085044233899551,6.936236255427176,101494.81122825532,13015.166439560275,0.0,0.0,0.0,0.0,0.0,0.0,4206.736575552204,0.0,0.0
USA,Commodity,Precious metal ores and concentrates,0.0,0.0,0.7832762449531107,3356.299542997598,161490.04205984587,0.0,0.0,0.0,0.0,0.0,9040886.070691409,84257964.01707603,0.0,0.0,0.0,0.2212236705253818,0.2027840818886667,6115.543406522598,23248.490925980434,0.0,0.0,0.0,0.0,0.0,0.0,564512.5333173972,0.0,0.0
USA,Commodity,"Lead, zinc and tin ores and concentrates",0.0,0.0,6.4384554500695605,853.5372764641818,432260.9546837687,0.0,0.0,0.0,0.0,0.0,0.0,4533547.337108648,0.0,0.0,0.0,0.0,12.594804182931144,323.56297347191617,20694873.730839122,0.0,0.0,0.0,0.0,0.0,0.0,1197337.6328719624,0.0,0.0
USA,Commodity,Other non-ferrous metal ores and concentrates,0.0,0.0,4.547544586708262,2896.3165964256546,75225.34446295619,0.0,0.0,0.0,0.0,0.0,0.0,4125503.597071133,0.0,0.0,0.0,5.125650501496306,4.960544499401774,1261.466844561644,935530.5703477539,0.0,0.0,0.0,0.0,0.0,0.0,21399.367452700262,0.0,0.0
USA,Commodity,Stone,0.0,0.0,0.0,32005.113772324115,37323.19991217383,0.0,0.0,0.0,0.0,0.0,0.0,184492999.5782103,0.0,0.0,1221940.1103421068,29.313201485586813,8.395081943251817,4549.663433969433,1310568.8054740417,0.0,0.0,0.0,0.0,0.0,0.0,70889.22705158453,0.0,0.0
